Pappelweg	20	07751	11.5248611304836	50.9618005026191	82
An der Kelter	5	07745	11.5859393857583	50.8925386377691	48
Kuno-Fischer-Ring	11	07743	11.624278555707	50.9609333309405	29
Kaninchenweg	14	07749	11.6292275066483	50.9280493148186	38
Roland-Ducke-Weg	1	07745	11.584170446005	50.9168347136163	43
Im Metztal	6	07743	11.5564598374092	50.938461218191	17
Wilhelm-Raabe-Weg	24	07751	11.6538804266914	50.9297245680629	76
Emma-Heintz-Strasse	1b	07745	11.571285509776	50.913298447026	7
Alte Hauptstrasse	24	07745	11.5869707225278	50.8781359895774	50
Kaninchenweg	25	07749	11.6291127214895	50.9275100387396	38
Kuno-Fischer-Ring	1	07743	11.6235970667607	50.9608776576936	29
Damaschkeweg	10	07745	11.5849878595979	50.8992625900347	46
Jansonstrasse	3	07745	11.5755455733668	50.9230900355098	12
Merzenbergweg	22	07745	11.5593287911892	50.907465618897	45
Kaninchenweg	15	07749	11.6285310347989	50.9278982798113	38
Am Freiberg	20	07751	11.6273333821408	50.8894869014483	77
Kaninchenweg	26	07749	11.6306820293733	50.92793969066	38
Rothirschweg	17	07749	11.632710694421	50.9290219402074	38
Kuno-Fischer-Ring	24	07743	11.624417076612	50.9611127181685	29
Johann-Nikolaus-Bach-Weg	11	07743	11.6245308936547	50.9651785626658	30
Johann-Nikolaus-Bach-Weg	9a	07743	11.6245789423433	50.9652364422605	30
Ernst-Thälmann-Strasse	12a	07747	11.6069926013301	50.8943666795778	59
Van-Gogh-Strasse	10	07751	11.5173086949645	50.9284571994623	81
Rubensstrasse	5	07751	11.5165406121666	50.9282737503825	81
Schloßberggasse	3a	07745	11.5953765906794	50.8954636937588	32
Kaninchenweg	19	07749	11.6286587336952	50.9276905484618	38
Spitzweidenweg	32	07743	11.5957370059426	50.940875000346	21
Kaninchenweg	39	07749	11.6308376103648	50.9278054477487	38
Rothirschweg	19	07749	11.6328357875719	50.9287437381048	38
Rudolf-Breitscheid-Strasse	2a	07747	11.6225152646102	50.880353419243	67
Rudolf-Breitscheid-Strasse	2b	07747	11.6229957283606	50.8801636740964	67
Luchsweg	6	07749	11.6327034765204	50.9302160454599	38
Kaninchenweg	6	07749	11.6303916911273	50.928217685684	38
Kaninchenweg	12	07749	11.6295647989943	50.9280866394745	38
Kaninchenweg	21	07749	11.6286985835149	50.9275825234597	38
Rothirschweg	2	07749	11.6311838547525	50.9284580204878	38
Rothirschweg	33	07749	11.6318469029692	50.9281673980417	38
Am Rödigen	5	07751	11.59616391784	50.8667516507622	79
Rothirschweg	15	07749	11.6326703379812	50.9291288391033	38
Rothirschweg	27	07749	11.6325900502106	50.9283318409278	38
Unterm Sande	56b	07751	11.5889862960237	50.8672618959956	79
Rothirschweg	4	07749	11.6313839546673	50.9285635034468	38
Rothirschweg	11	07749	11.6321367541916	50.9290248938103	38
Rothirschweg	21	07749	11.6329005484184	50.9285682718483	38
Kaninchenweg	18	07749	11.6291819657169	50.9276694208433	38
Paraschkenmühle	14	07743	11.5601673938079	50.9351424310941	17
Großschwabhäuser Strasse	5e	07751	11.5158885475254	50.9606529546279	82
Am Egelsee	2	07743	11.6108642582724	50.9496398834339	28
Camburger Strasse	69	07743	11.6023808252616	50.9453662300712	26
Emil-Wölk-Strasse	11a	07747	11.6143159049778	50.8811587852951	54
Sophienhöhe	1a	07749	11.5945521395312	50.9167165459985	44
Rothirschweg	14	07749	11.6324107978636	50.928959094708	38
Kaninchenweg	5	07749	11.6303166883729	50.9283460890312	38
Am Gönnabach	3a	07751	11.5499225917007	50.9754426889433	84
Rothirschweg	7	07749	11.6318030798364	50.9288979733565	38
Rothirschweg	6	07749	11.6315650046082	50.9286557993822	38
Rothirschweg	35	07749	11.6316128408556	50.9280946872637	38
Jasminweg	4	07751	11.555245132952	50.9511687945465	86
Kaninchenweg	41	07749	11.6310478073657	50.9278712565307	38
Kuno-Fischer-Ring	22	07743	11.6246806132538	50.9610134973055	29
Kaninchenweg	27	07749	11.6294255741152	50.9275669375084	38
Kötschauweg	1a	07745	11.5777574354159	50.9166728021089	7
Carl-Orff-Strasse	37	07743	11.6259311629682	50.9666736881334	30
Carl-Orff-Strasse	39	07743	11.6258456680608	50.9665243293528	30
Johann-Nikolaus-Bach-Weg	9	07743	11.6246602500533	50.9653213257549	30
Kernbergstrasse	50a	07749	11.5944885953298	50.9175644372417	44
Rothirschweg	12	07749	11.6321812620422	50.9288916694072	38
Rothirschweg	29	07749	11.6323081330191	50.9282795959503	38
Paraschkenmühle	15	07743	11.5602867301029	50.934865005252	17
Göschwitzer Strasse	7	07745	11.5971211890069	50.8968081821453	32
In den Halben Äckern	4	07751	11.6550369446002	50.8866453149356	78
Dorfstrasse	31a	07751	11.6519623167601	50.9283806333576	76
Am Kraftwerk	8	07745	11.5849671536304	50.8943298133813	48
Leutra	112	07751	11.5670663099175	50.8695269264323	80
Rothirschweg	16	07749	11.6326370675306	50.9285315740507	38
Kuno-Fischer-Ring	10	07743	11.6242139939543	50.9604397848536	29
Am Jagdberg	22	07745	11.5906020761526	50.8761982557364	50
Heinrich-Schütz-Weg	25	07743	11.6230770568841	50.9643178823509	30
Heinrich-Schütz-Weg	27	07743	11.6233016652036	50.9643580508379	30
Philosophenweg	7a	07743	11.5837354790373	50.933521056391	14
Am Rähmen	29	07743	11.591360367419	50.9272438517036	5
Adolf-Reichwein-Strasse	6	07745	11.5704456878013	50.9076647806929	47
In den Halben Äckern	44	07751	11.6573916049126	50.8870975004549	78
Otto-Liebmann-Ring	15	07743	11.6235549930729	50.9600631224554	29
Rothirschweg	17a	07749	11.632759723209	50.9289066032091	38
Rothirschweg	18	07749	11.6322479886696	50.9284469450179	38
Göschwitzer Strasse	9	07745	11.597262704503	50.8961028086377	32
Göschwitzer Strasse	9a	07745	11.5972148138913	50.8959860743297	32
Göschwitzer Strasse	9b	07745	11.5970910494387	50.8958988727466	32
Göschwitzer Strasse	9c	07745	11.5972393108934	50.8957366012025	32
Rothirschweg	3	07749	11.6313877333441	50.9287175821844	38
Ammerbacher Strasse	104a	07745	11.5587727093365	50.9052175686478	45
Mathilde-Vaerting-Strasse	11	07743	11.5854233584823	50.9259624619137	5
Golmsdorfer Strasse	6	07749	11.6017960791679	50.9308350215531	34
Golmsdorfer Strasse	4	07749	11.6016980013945	50.9307454492551	34
Rothirschweg	23	07749	11.6329262676619	50.9283964857595	38
Lutherstrasse	123b	07743	11.5681805402901	50.931603869115	16
Heinrich-Heine-Strasse	3c	07749	11.6009594099328	50.935414240568	33
Rothirschweg	24	07749	11.631404684126	50.9281737235309	38
Pfälzer Strasse	41	07743	11.5923809679121	50.9445622236957	25
Am Schwabisgraben	8	07743	11.574410365923	50.935894488315	18
Camburger Strasse	71	07743	11.6029563441412	50.9456734361787	28
Camburger Strasse	73	07743	11.60322511124	50.9458316474002	28
Camburger Strasse	75	07743	11.6035616201188	50.946298671857	28
Zeitzer Strasse	6	07743	11.6025115041983	50.9460046283502	28
Zeitzer Strasse	12	07743	11.6033378627594	50.9464335998032	28
Zeitzer Strasse	8	07743	11.6026657646628	50.94640575317	28
Zeitzer Strasse	10	07743	11.6032065262195	50.946105738097	28
Kaninchenweg	7	07749	11.629986614383	50.9282921498536	38
Charlottenstrasse	9	07749	11.5973050491312	50.9321574247629	34
Ziegenhainer Strasse	6a	07749	11.6000251824787	50.9235978761304	42
Ziegenhainer Strasse	4a	07749	11.5997106865187	50.9236298708742	42
Tautenburger Strasse	25	07749	11.6014922824237	50.9353455389739	33
Kleinromstedter Weg	2	07751	11.5176795918798	50.9603137704082	82
Kuno-Fischer-Ring	6	07743	11.6237671172155	50.9605890263612	29
Unter der Lobdeburg	4a	07747	11.6120908923872	50.890855453615	59
Kleinromstedter Weg	7	07751	11.5174872600117	50.9608585445574	82
Lindengasse	4a	07751	11.5218807156867	50.9598471637286	82
Stockholmer Strasse	14	07747	11.6146553491072	50.8783696753741	64
Kaninchenweg	20	07749	11.6295779707303	50.9277471230168	38
Im Langetal	20	07743	11.5537704761354	50.9337301300773	17
Lyonel-Feininger-Strasse	8	07751	11.5162711260314	50.9277879161624	81
Bürgelsche Strasse	13	07751	11.6576726808952	50.9324609336288	76
Unter der Lobdeburg	6e	07747	11.6121870703093	50.8913906621696	59
Leutra	3g	07751	11.5681784235539	50.8698269739348	80
Rudolstädter Strasse	66b	07745	11.5837170695925	50.8939070705032	48
Rothirschweg	25	07749	11.6327755386658	50.9283679970358	38
Paul-Klee-Strasse	7	07751	11.5199844097101	50.9284736248346	81
Hermann-Löns-Strasse	48	07745	11.5719889326943	50.9116752378403	7
Florian-Geyer-Weg	13	07743	11.6161587038959	50.9593269580165	29
Kaninchenweg	9	07749	11.6294497016996	50.9282157651964	38
Friedrich-Schelling-Strasse	13	07745	11.5680132030042	50.9282286374924	13
Friedrich-Schelling-Strasse	15	07745	11.5680720044056	50.9279836535358	13
Otto-Liebmann-Ring	24	07743	11.6240195043423	50.9602427235439	29
Rothirschweg	22	07749	11.6317043923344	50.9282531139803	38
Kaninchenweg	31	07749	11.6300138860684	50.9276838988615	38
In der Doberau	4	07749	11.605496682652	50.920664409795	42
Schlehendornweg	17	07751	11.5633750462945	50.9490175802784	86
Hügelstrasse	2	07749	11.5926787066534	50.9247872308263	43
Hügelstrasse	2d	07749	11.5927479618367	50.9248409033683	43
Hügelstrasse	2a	07749	11.5925316104633	50.9248504697268	43
Hügelstrasse	2b	07749	11.5925845300306	50.9249083129563	43
Hügelstrasse	2c	07749	11.5926676062505	50.9248855250278	43
Hügelstrasse	2e	07749	11.5929384408597	50.9249889780041	43
Hügelstrasse	2f	07749	11.5930100765681	50.925085433819	43
Naumburger Strasse	161	07743	11.61845358845	50.959588906978	30
Naumburger Strasse	163	07743	11.6187212657153	50.9597923237374	30
Naumburger Strasse	165	07743	11.6183198080519	50.959997424933	30
Naumburger Strasse	167	07743	11.6193929678538	50.9602113264277	30
Juri-Gagarin-Strasse	1a	07743	11.6191321763397	50.9603447355501	30
Helene-Holzman-Strasse	1	07745	11.5692035393607	50.9275665587299	13
Helene-Holzman-Strasse	2	07745	11.5690869790041	50.92785660294	13
Helene-Holzman-Strasse	4	07745	11.5688332659962	50.9277898426317	13
Helene-Holzman-Strasse	6	07745	11.5687702769251	50.9279587660598	13
Helene-Holzman-Strasse	8	07745	11.5685370114212	50.9277164028156	13
Helene-Holzman-Strasse	10	07745	11.5684355355844	50.927897596117	13
Helene-Holzman-Strasse	12	07745	11.5680082133409	50.9275776381015	13
Helene-Holzman-Strasse	16	07745	11.5676791789913	50.9275106289418	13
Helene-Holzman-Strasse	14	07745	11.5679135914031	50.9277739107392	13
Helene-Holzman-Strasse	18	07745	11.5675630752221	50.9276997586332	13
Helene-Holzman-Strasse	5	07745	11.5689361901583	50.9274163304138	13
Helene-Holzman-Strasse	3	07745	11.5687976678895	50.9275812051171	13
Helene-Holzman-Strasse	9	07745	11.5684772995716	50.9272341446769	13
Helene-Holzman-Strasse	7	07745	11.5683564395048	50.9274462258186	13
Helene-Holzman-Strasse	13	07745	11.5680125585323	50.9271644117667	13
Helene-Holzman-Strasse	11	07745	11.5679511386541	50.9273618576423	13
Alte Dorfstrasse	6a	07751	11.6306208442566	50.8865326776182	77
Kaninchenweg	29	07749	11.6297058006736	50.9276348729723	38
Mälzerstrasse	3	07745	11.5793788988304	50.9199918343798	6
Schillbachstrasse	3b	07743	11.576226119109	50.9365547914993	18
Lucas-Cranach-Allee	1	07751	11.5182071880759	50.929477824915	81
Zitzmannstrasse	20	07743	11.6074868476497	50.9511719999289	22
Alte Dorfstrasse	6b	07751	11.6309354210211	50.8863066398629	77
Geraer Strasse	40	07745	11.5900708919029	50.8972714319467	32
Am Birnstiel	8	07745	11.5715028407989	50.9243495573098	10
Rothirschweg	37	07749	11.6314203969282	50.9280342961473	38
Ulmerstrasse	7	07749	11.5980364511488	50.9255927000546	40
Ulmerstrasse	9	07749	11.5978929871549	50.925342683553	40
Carl-Spitzweg-Strasse	12	07751	11.5199848562564	50.9292975317629	81
Otto-Liebmann-Ring	26	07743	11.6238322349619	50.9603030965394	29
Max-Gräfe-Gasse	15	07743	11.6147282513236	50.9585415944214	29
Eisenberger Strasse	83	07749	11.6297108082316	50.9370962083228	36
Carl-Spitzweg-Strasse	1a	07751	11.5191124833777	50.9292789381036	81
Alte Wiesenstrasse	5c	07749	11.5937491340113	50.9349164221345	1
Ammerbacher Strasse	111a	07745	11.5611095178746	50.9049891867784	45
Rudolstädter Strasse	89	07745	11.5877947818714	50.8871699103519	48
Felsenkellerstrasse	11a	07745	11.5782671251749	50.9191067470897	6
Pennickental	29a	07749	11.602091444602	50.9061184455648	60
Von-Hase-Weg	20	07743	11.5857202179729	50.9372618548085	19
Kuno-Fischer-Ring	13	07743	11.6240298253063	50.9610264993386	29
Johann-Nikolaus-Bach-Weg	7a	07743	11.6247414376892	50.9653966922324	30
Johann-Nikolaus-Bach-Weg	7	07743	11.6247977290282	50.9654400149971	30
Johann-Nikolaus-Bach-Weg	5a	07743	11.6248604291202	50.9654932478365	30
Johann-Nikolaus-Bach-Weg	5	07743	11.6249274641355	50.9655474108754	30
Johann-Nikolaus-Bach-Weg	3a	07743	11.6249980979813	50.9656108605312	30
Magdelstieg	24a	07745	11.5757884847494	50.9244132039678	12
Rubensstrasse	13	07751	11.5165066145974	50.9280222885971	81
Rothirschweg	5	07749	11.6315532881298	50.9288281274799	38
Camburger Strasse	85	07743	11.6052405056222	50.9475782377619	28
Camburger Strasse	87	07743	11.6053726205878	50.947488664181	28
Camburger Strasse	89	07743	11.6055626218125	50.9474910860672	28
Camburger Strasse	91	07743	11.6057218753219	50.9475903377636	28
Kaninchenweg	23	07749	11.6288059396585	50.9274696819397	38
Rothirschweg	1	07749	11.631090037641	50.9286338618751	38
Altenburger Strasse	9	07743	11.6036420931808	50.948187048478	28
Altenburger Strasse	11	07743	11.6035317509888	50.9482618556137	28
Merseburger Strasse	22	07743	11.602398451398	50.9478283067508	28
Merseburger Strasse	24	07743	11.6026013272852	50.9479532436607	28
Merseburger Strasse	26	07743	11.6025906308803	50.9477078876574	28
Merseburger Strasse	28	07743	11.6029366404241	50.9477515749845	28
Merseburger Strasse	30	07743	11.6031682016242	50.9479044286812	28
Merseburger Strasse	32	07743	11.6028923081603	50.9479829275372	28
Unterm Sande	56a	07751	11.5893072763923	50.8671500594524	79
Am Jagdberg	16	07745	11.5900715498531	50.876528603283	50
Am Alten Schloss	3	07747	11.6077667315629	50.8945774457464	59
Van-Gogh-Strasse	12	07751	11.517088170325	50.9284876575357	81
Rothirschweg	20	07749	11.6320497232394	50.9283873643208	38
Rothirschweg	20a	07749	11.6319397462281	50.9283603351617	38
Am Kulm	15	07751	11.6540193656928	50.8887782542876	78
An der Riese	17	07749	11.602381837332	50.8981214550974	59
Jenergasse	3	07743	11.5858334477225	50.929629592943	1
In der Schweiz	19	07751	11.5506287663462	50.9749622473038	84
Am Birnstiel	85	07745	11.5578211892341	50.9222327489266	9
Alte Dorfstrasse	35a	07751	11.6333063220331	50.8895644323604	77
Am Kulm	1	07751	11.6539598528731	50.8876125389355	78
Burgweg	28	07749	11.5988715733769	50.9240891675481	40
Brüsseler Strasse	8	07747	11.6178619300343	50.8771137691528	64
Saarbrücker Strasse	15b	07749	11.603924937755	50.9188750644176	41
Am Rödigen	1b	07751	11.5970565703365	50.8665535646884	79
Hinter dem Dorfe	11	07751	11.6502748549701	50.9269029929267	76
Forstweg	60a	07745	11.5669435080878	50.9264482456854	13
Münchenrodaer Strasse	112	07751	11.5148212340895	50.9278903075013	81
Am Jagdberg	18	07745	11.5902459040354	50.8764304914193	50
Leutraer Weg	3b	07745	11.5886144386959	50.8776212051546	50
An der Weidigsmühle	10	07743	11.5669208461359	50.9341842481139	17
Am Kulm	17	07751	11.6541459404895	50.8886354405383	78
Gembdental	1a	07749	11.6207937265642	50.9342229132943	36
Am Kulm	7	07751	11.6533994203237	50.888250707008	78
Zitzmannstrasse	30	07743	11.6088770778869	50.9506693201586	22
Am Kulm	23	07751	11.6545173663485	50.8881405519606	78
Am Kulm	25	07751	11.6546107039193	50.8879823111103	78
Im Ziehgarten	8	07751	11.5590170163251	50.950211622047	86
Mädertal	8	07745	11.5591415774934	50.9215895048883	9
Am Gries	1	07749	11.5955694985976	50.9342941900818	33
Kaninchenweg	22	07749	11.629980487207	50.9278381877051	38
Carl-Pulfrich-Strasse	5e	07745	11.5709127446362	50.92015212174	9
Carl-Pulfrich-Strasse	5a	07745	11.5721489367056	50.9206122605276	9
Carl-Pulfrich-Strasse	5b	07745	11.5716545933888	50.9205508103479	9
Carl-Pulfrich-Strasse	5c	07745	11.5711907539964	50.9204963012835	9
Carl-Pulfrich-Strasse	5d	07745	11.5706581114259	50.9203957103314	9
Löbdergraben	26a	07743	11.591230045273	50.9270966291828	5
Sonnenblumenweg	26	07745	11.5679383826586	50.9062012465344	47
Erlanger Allee	104	07747	11.6311739261407	50.880469091654	61
Am Jagdberg	20	07745	11.5904487196796	50.8763064022773	50
Kernbergstrasse	42a	07749	11.5935807816158	50.9182410953649	43
Rothirschweg	13	07749	11.6324132603394	50.9291147238973	38
Rothirschweg	9	07749	11.6319547546398	50.9289832004685	38
Saarbrücker Strasse	15a	07749	11.6037173430447	50.9188993301234	41
Am Egelsee	7	07743	11.6127365723	50.9505162023393	31
Am Steinborn	81a	07749	11.6155258998926	50.9321654784269	36
Ulmerstrasse	11	07749	11.5980483533268	50.9249887994413	40
Johann-Nikolaus-Bach-Weg	1	07743	11.6251434264388	50.9657437928918	30
Johann-Nikolaus-Bach-Weg	3	07743	11.6250724592419	50.9656882738079	30
Kaninchenweg	1	07749	11.6307247683539	50.9284783962338	38
Kaninchenweg	16	07749	11.6289382088623	50.9279820112367	38
Unter der Lobdeburg	6a	07747	11.6115923794608	50.8914509076466	59
Lyonel-Feininger-Strasse	7	07751	11.516677979185	50.9277214337107	81
Ammerbacher Strasse	106b	07745	11.5584208777527	50.9046912143394	45
Otto-Liebmann-Ring	19	07743	11.6230810767252	50.9601957381539	29
Rubensstrasse	1	07751	11.5174958341967	50.9279887193698	81
Rembrandtstrasse	9	07751	11.5178876991107	50.9289415866977	81
Kahlaische Strasse	43	07745	11.5761096162571	50.9143423115414	7
Neue Schenke	7a	07751	11.6365789063519	50.8759054940706	64
Kuno-Fischer-Ring	15	07743	11.6238372418117	50.9610962729804	29
Carl-Orff-Strasse	2	07743	11.6223096907423	50.9634547563528	30
Carl-Orff-Strasse	2a	07743	11.6224731245337	50.9637871115963	30
Carl-Orff-Strasse	2b	07743	11.6227040464058	50.9640865369691	30
Heinrich-Schütz-Weg	3	07743	11.6229017755069	50.9634490686846	30
Heinrich-Schütz-Weg	5	07743	11.6230224276127	50.9637176540961	30
Heinrich-Schütz-Weg	7	07743	11.6231648600722	50.9639714711521	30
Am Klinikum	6	07747	11.6229021328625	50.8847554636146	62
Winzerlaer Strasse	14	07745	11.5673708369965	50.9082188088499	7
Jenzigweg	29	07749	11.6009794100773	50.9361600126562	33
Von-Fallersleben-Weg	19	07751	11.6600236625728	50.9286144406842	76
Paul-Klee-Strasse	2	07751	11.5184124401347	50.9285358776077	81
Am Egelsee	1	07743	11.6117725839972	50.949798045564	28
Stockholmer Strasse	1	07747	11.6188412291098	50.8777176650573	64
Rothirschweg	10	07749	11.6319787808726	50.928823652217	38
Am Kulm	19	07751	11.6542410901171	50.8884726371057	78
Cospedaer Grund	22	07743	11.5614131727614	50.9397356972045	17
Wöllnitzer Strasse	49a	07749	11.5877213328332	50.9127517400931	60
Unter der Lobdeburg	6b	07747	11.6116278959046	50.8915159929003	59
Kuno-Fischer-Ring	9	07743	11.6244696965101	50.9608814374679	29
Kuno-Fischer-Ring	20	07743	11.6249514331376	50.9609369669314	29
Wöllnitzer Strasse	49b	07749	11.5876145949114	50.9126089395413	60
Florian-Geyer-Weg	12	07743	11.6165272895027	50.9594411170803	30
Lobdeburgweg	17	07747	11.6127189412534	50.8919062481874	59
Am Tanzsaal	3	07751	11.6509528587344	50.928553596651	76
Fröbelstieg	4a	07743	11.5811711777762	50.9349091595482	14
Am Krautgarten	7	07751	11.6602731167033	50.9309773953611	76
Am Rödigen	4a	07751	11.5967544525321	50.8664147809399	79
Zitzmannstrasse	2a	07743	11.602202505659	50.9512513982571	22
Zitzmannstrasse	2b	07743	11.6025558101852	50.9513525928178	22
Schützenhofstrasse	93	07743	11.6026918508938	50.9509030910129	22
Schützenhofstrasse	95	07743	11.6028953942283	50.9510847016029	22
Am Teich	13	07743	11.6144633187276	50.9520698892154	31
Am Teich	14	07743	11.6143185972104	50.9520788641801	31
Fuchslöcherstrasse	3a	07749	11.6260810036243	50.9310690258197	38
Paul-Klee-Strasse	1a	07751	11.5184698786842	50.9286784633512	81
Am Kulm	9	07751	11.6533182111282	50.8883774952103	78
Am Kulm	16	07751	11.654002169604	50.8883964446128	78
Otto-Liebmann-Ring	32	07743	11.6232166109055	50.9604621011586	29
Paul-Klee-Strasse	5	07751	11.5195666423746	50.9285123921825	81
Paul-Klee-Strasse	5a	07751	11.519687275162	50.9284800405998	81
Erlanger Allee	104a	07747	11.6308278275313	50.8804650696936	61
Erlanger Allee	104b	07747	11.6306313485401	50.8805022724296	61
Am Kulm	5	07751	11.6535183878457	50.8880766531897	78
Leutra	3b	07751	11.5693752105901	50.870110306694	80
Brüsseler Strasse	22	07747	11.6091344162955	50.8775576077199	64
Otto-Liebmann-Ring	13	07743	11.6237105092869	50.9600310692908	29
Kahlaische Strasse	32	07745	11.5763366874882	50.9152942204011	7
Franz-Loewen-Strasse	4	07745	11.5914004742981	50.8845481286095	50
Kahlaische Strasse	51a	07745	11.5751741104691	50.9137238965076	7
Carl-Hummel-Strasse	1	07751	11.5182377896741	50.9281705326963	81
Friedrich-A.-Tischbein-Strasse	4	07751	11.520121002673	50.9288153752273	81
Otto-Liebmann-Ring	28	07743	11.6236506383662	50.9603571542499	29
Am Kulm	3	07751	11.6537236879024	50.8878428054918	78
Löbichauer Strasse	96	07749	11.6284242334544	50.9318147774313	38
Löbichauer Strasse	98	07749	11.6288414744601	50.9317423683745	38
Otto-Liebmann-Ring	17	07743	11.6233328697164	50.960133559256	29
